new_index,id,title,author,year,publisher,issn,url,doi,abstract,keyword,pages,num_pages,publication_venue,content_type,source
252,,Supercomputing,Prof. Vladimir VoevodinSergey Sobolev,2021,,,http://link.springer.com/book/10.1007/978-3-030-92864-3,10.1007/978-3-030-92864-3,,,,,Communications in Computer and Information Science,Book,Springer
253,,A Robust Deep Features Enabled Touchless 3D-Fingerprint Classification System,K. C. DeepikaG. Shivakumar,2021,,,http://link.springer.com/article/10.1007/s42979-021-00657-x,10.1007/s42979-021-00657-x,,,,,SN Computer Science,Article,Springer
254,,A Deep Learning Based Road Distress Visual Inspection System Using Modified U-Net,Thitirat Siriborvornratanakul,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-90966-6_25,10.1007/978-3-030-90966-6_25,,,,,"HCI International 2021 - Late Breaking Papers: HCI Applications in Health, Transport, and Industry",Chapter,Springer
255,,Recent advances in leveraging human guidance for sequential decision-making tasks,Ruohan ZhangFaraz TorabiGarrett WarnellPeter Stone,2021,,,http://link.springer.com/article/10.1007/s10458-021-09514-w,10.1007/s10458-021-09514-w,,,,,Autonomous Agents and Multi-Agent Systems,Article,Springer
256,,Learning by Enhancing Half-Baked AI Projects,Ken KahnNiall Winters,2021,,,http://link.springer.com/article/10.1007/s13218-021-00732-8,10.1007/s13218-021-00732-8,,,,,KI - Künstliche Intelligenz,Article,Springer
257,,Finding Significant Features for Few-Shot Learning Using Dimensionality Reduction,Mauricio Mendez-RuizIvan GarciaJorge Gonzalez-ZapataGilberto Ochoa-RuizAndres Mendez-Vazquez,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-89817-5_10,10.1007/978-3-030-89817-5_10,,,,,Advances in Computational Intelligence,Chapter,Springer
258,,Can Users Distinguish Narrative Texts Written by an Artificial Intelligence Writing Tool from Purely Human Text?,Vivian Emily GunserSteffen GottschlingBirgit BruckerSandra RichterPeter Gerjets,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-78635-9_67,10.1007/978-3-030-78635-9_67,,,,,HCI International 2021 - Posters,Chapter,Springer
259,,"Microelectronic Devices, Circuits and Systems",Dr. V. ArunachalamK. Sivasankaran,2021,,,http://link.springer.com/book/10.1007/978-981-16-5048-2,10.1007/978-981-16-5048-2,,,,,Communications in Computer and Information Science,Book,Springer
260,,CoVeriTest with Adaptive Time Scheduling (Competition Contribution),Marie-Christine JakobsCedric Richter,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-71500-7_18,10.1007/978-3-030-71500-7_18,,,,,Fundamental Approaches to Software Engineering,Chapter,Springer
261,,A Deep Learning Method to Detect Parkinson’s Disease from MRI Slices,Çağatay Berke ErdaşEmre Sümer,2022,,,http://link.springer.com/article/10.1007/s42979-022-01018-y,10.1007/s42979-022-01018-y,,,,,SN Computer Science,Article,Springer
262,,Detecting and counting pistachios based on deep learning,Mohammad RahimzadehAbolfazl Attar,2021,,,http://link.springer.com/article/10.1007/s42044-021-00090-6,10.1007/s42044-021-00090-6,,,,,Iran Journal of Computer Science,Article,Springer
263,,Computational Intelligence for Analysis of Traffic Data,Hernán WinterJuan SerraSergio NesmachnowAndrei TchernykhVladimir Shepelev,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-69136-3_12,10.1007/978-3-030-69136-3_12,,,,,Smart Cities,Chapter,Springer
264,,"Data Science and Analytics: An Overview from Data-Driven Smart Computing, Decision-Making and Applications Perspective",Iqbal H. Sarker,2021,,,http://link.springer.com/article/10.1007/s42979-021-00765-8,10.1007/s42979-021-00765-8,,,,,SN Computer Science,Article,Springer
265,,Adaptive Neuro-Fuzzy Model for Vehicle Theft Prediction and Recovery,Akintunde SaminuOlusegun FolorunsoFemi JohnsonJoel AkereleSolanke IlesanmiFolurera Ajayi,2022,,,http://link.springer.com/chapter/10.1007/978-3-030-95630-1_2,10.1007/978-3-030-95630-1_2,,,,,Informatics and Intelligent Applications,Chapter,Springer
266,,Conversational Machine Reading Comprehension for Vietnamese Healthcare Texts,Son T. LuuMao Nguyen BuiLoi Duc NguyenKhiem Vinh TranKiet Van NguyenNgan Luu-Thuy Nguyen,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-88113-9_44,10.1007/978-3-030-88113-9_44,,,,,Advances in Computational Collective Intelligence,Chapter,Springer
267,,Entity Matching with String Transformation and Similarity-Based Features,Kazunori SakaiYuyang DongMasafumi OyamadaKunihiro TakeokaTakeshi Okadome,2022,,,http://link.springer.com/chapter/10.1007/978-3-030-93849-9_5,10.1007/978-3-030-93849-9_5,,,,,Software Foundations for Data Interoperability,Chapter,Springer
268,,"Machine Learning: Algorithms, Real-World Applications and Research Directions",Iqbal H. Sarker,2021,,,http://link.springer.com/article/10.1007/s42979-021-00592-x,10.1007/s42979-021-00592-x,,,,,SN Computer Science,Article,Springer
269,,SSD based waste separation in smart garbage using augmented clustering NMS,M. KarthikeyanT. S. SubashiniR. Jebakumar,2021,,,http://link.springer.com/article/10.1007/s10515-021-00296-9,10.1007/s10515-021-00296-9,,,,,Automated Software Engineering,Article,Springer
270,,Robust Detection of COVID-19 in Cough Sounds,Pauline MouawadTammuz DubnovShlomo Dubnov,2021,,,http://link.springer.com/article/10.1007/s42979-020-00422-6,10.1007/s42979-020-00422-6,,,,,SN Computer Science,Article,Springer
271,,Proctor: A Semi-Supervised Performance Anomaly Diagnosis Framework for Production HPC Systems,Burak AksarYijia ZhangEmre AtesBenjamin SchwallerOmar AazizVitus J. LeungJim BrandtManuel EgeleAyse K. Coskun,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-78713-4_11,10.1007/978-3-030-78713-4_11,,,,,High Performance Computing,Chapter,Springer
272,,Supervised Machine Learning Approaches for Moving Object Tracking: A Survey,Ajoy Mondal,2022,,,http://link.springer.com/article/10.1007/s42979-022-01040-0,10.1007/s42979-022-01040-0,,,,,SN Computer Science,Article,Springer
273,,Morphological Analysis of Histopathological Images Using Deep Learning,Artur ZawiszaMartin TabakovKonrad KaranowskiKrzysztof Galus,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-88113-9_11,10.1007/978-3-030-88113-9_11,,,,,Advances in Computational Collective Intelligence,Chapter,Springer
274,,Leveraging Artificial Intelligence (AI) Capabilities for COVID-19 Containment,Chellammal SurianarayananPethuru Raj Chelliah,2021,,,http://link.springer.com/article/10.1007/s00354-021-00128-0,10.1007/s00354-021-00128-0,,,,,New Generation Computing,Article,Springer
275,,Flexible Data Augmentation in Off-Policy Reinforcement Learning,Alexandra RakAlexey SkrynnikAleksandr I. Panov,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-87986-0_20,10.1007/978-3-030-87986-0_20,,,,,Artificial Intelligence and Soft Computing,Chapter,Springer
276,,Formal Methods,Prof. Dr. Marieke HuismanCorina PăsăreanuNaijun Zhan,2021,,,http://link.springer.com/book/10.1007/978-3-030-90870-6,10.1007/978-3-030-90870-6,,,,,Lecture Notes in Computer Science,Book,Springer
277,,Generating Dialogue Responses with Latent Lexical Meaning,Xikai LiuHongfei LinYumeng LiYuqi RenBo Xu,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-81197-6_41,10.1007/978-3-030-81197-6_41,,,,,Chinese Lexical Semantics,Chapter,Springer
278,,The Ecosystem Path to AGI,Claes StrannegårdNiklas EngsnerPietro FerrariHans GlimmerforsMarcus Hilding SödergrenTobias KarlssonBirger KleveVictor Skoglund,2022,,,http://link.springer.com/chapter/10.1007/978-3-030-93758-4_28,10.1007/978-3-030-93758-4_28,,,,,Artificial General Intelligence,Chapter,Springer
279,,Analysis of Economic Loss of Voltage Sag Based on Artificial Intelligence Algorithm,Bo YangBo JiaWanchao JiangYongxin MiaoYang Wang,2021,,,http://link.springer.com/chapter/10.1007/978-981-16-3150-4_51,10.1007/978-981-16-3150-4_51,,,,,Big Data and Security,Chapter,Springer
280,,Case-Based Task Generalization in Model-Based Reinforcement Learning,Artem ZholusAleksandr I. Panov,2022,,,http://link.springer.com/chapter/10.1007/978-3-030-93758-4_35,10.1007/978-3-030-93758-4_35,,,,,Artificial General Intelligence,Chapter,Springer
281,,Evaluating Critical Reinforcement Learning Framework in the Field,Song JuGuojing ZhouMark AbdelshiheedTiffany BarnesMin Chi,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-78292-4_18,10.1007/978-3-030-78292-4_18,,,,,Artificial Intelligence in Education,Chapter,Springer
282,,Design and Development of a Humanoid Robot for Sign Language Interpretation,Ragib Amin NihalNawara Mahmood BrotiShamim Ahmed DeowanSejuti Rahman,2021,,,http://link.springer.com/article/10.1007/s42979-021-00627-3,10.1007/s42979-021-00627-3,,,,,SN Computer Science,Article,Springer
283,,Causal Generalization in Autonomous Learning Controllers,Arash SheikhlarLeonard M. EberdingKristinn R. Thórisson,2022,,,http://link.springer.com/chapter/10.1007/978-3-030-93758-4_24,10.1007/978-3-030-93758-4_24,,,,,Artificial General Intelligence,Chapter,Springer
284,,Predicting Knowledge Gain During Web Search Based on Multimedia Resource Consumption,Christian OttoRan YuGeorg PardiJohannes von HoyerMarkus RokickiAnett HoppePeter HoltzYvonne KammererStefan DietzeRalph Ewerth,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-78292-4_26,10.1007/978-3-030-78292-4_26,,,,,Artificial Intelligence in Education,Chapter,Springer
285,,A Semi-supervised Approach for Sentiment Analysis of Arab(ic+izi) Messages: Application to the Algerian Dialect,Imane GuellilAhsan AdeelFaical AzouaouFodil BenaliAla-Eddine HachaniKia DashtipourMandar GogateCosimo IeracitanoReza KashaniAmir Hussain,2021,,,http://link.springer.com/article/10.1007/s42979-021-00510-1,10.1007/s42979-021-00510-1,,,,,SN Computer Science,Article,Springer
286,,TFC: Defending Against SMS Fraud via a Two-Stage Algorithm,Gaoxiang LiYuzhong YeYangfei ShiJinlin ChenDexing ChenAnyang Li,2022,,,http://link.springer.com/chapter/10.1007/978-981-16-9229-1_10,10.1007/978-981-16-9229-1_10,,,,,Cyber Security,Chapter,Springer
287,,Fully Responsive Image and Speech Detection Artificial Yankee (FRIDAY): Human Assistant,Supreeth RAjay S KamathSrinidhi A NKumaraswamy R,2021,,,http://link.springer.com/article/10.1007/s42979-021-00630-8,10.1007/s42979-021-00630-8,,,,,SN Computer Science,Article,Springer
288,,Effect of Image Captioning with Description on the Working Memory,Nithiya Shree UpparaTroy McDanielHemanth Venkateswara,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-90328-2_7,10.1007/978-3-030-90328-2_7,,,,,"HCI International 2021 - Late Breaking Papers: Cognition, Inclusion, Learning, and Culture",Chapter,Springer
289,,Evaluating the Clinical Realism of Synthetic Chest X-Rays Generated Using Progressively Growing GANs,Bradley SegalDavid M. RubinGrace RubinAdam Pantanowitz,2021,,,http://link.springer.com/article/10.1007/s42979-021-00720-7,10.1007/s42979-021-00720-7,,,,,SN Computer Science,Article,Springer
290,,DNN Inference Acceleration with Partitioning and Early Exiting in Edge Computing,Chao LiHongli XuYang XuZhiyuan WangLiusheng Huang,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-85928-2_37,10.1007/978-3-030-85928-2_37,,,,,"Wireless Algorithms, Systems, and Applications",Chapter,Springer
291,,SmartEyes: Social Multimedia Analysis Platform for Open Data Providers,Thanh-Cong LeQuoc-Vuong NguyenMinh-Triet Tran,2021,,,http://link.springer.com/article/10.1007/s42979-021-00843-x,10.1007/s42979-021-00843-x,,,,,SN Computer Science,Article,Springer
292,,A Sentiment Classification Model Based on Deep Learning,Zijia LiuRan TaoYouqun ShiQinglan Luo,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-81635-3_32,10.1007/978-3-030-81635-3_32,,,,,Knowledge Management in Organizations,Chapter,Springer
293,,Towards Visual Semantics,Fausto GiunchigliaLuca ErculianiAndrea Passerini,2021,,,http://link.springer.com/article/10.1007/s42979-021-00839-7,10.1007/s42979-021-00839-7,,,,,SN Computer Science,Article,Springer
294,,Effect of Label Noise on Robustness of Deep Neural Network Object Detectors,Bishwo AdhikariJukka PeltomäkiSaeed Bakhshi GermiEsa RahtuHeikki Huttunen,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-83906-2_19,10.1007/978-3-030-83906-2_19,,,,,"Computer Safety, Reliability, and Security. SAFECOMP 2021 Workshops",Chapter,Springer
295,,Real-Time Detection of Dictionary DGA Network Traffic Using Deep Learning,Kate HighnamDomenic PuzioSong LuoNicholas R. Jennings,2021,,,http://link.springer.com/article/10.1007/s42979-021-00507-w,10.1007/s42979-021-00507-w,,,,,SN Computer Science,Article,Springer
296,,TS-Net: Device-Free Action Recognition with Cross-Modal Learning,Biyun ShengLinqing GuiFu Xiao,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-85928-2_32,10.1007/978-3-030-85928-2_32,,,,,"Wireless Algorithms, Systems, and Applications",Chapter,Springer
297,,Font Generation and Keypoint Ranking for Stroke Order of Chinese Characters by Deep Neural Networks,Hao-Ting LiMing-Xiu JiangTzu-Ting HuangChen-Kuo Chiang,2021,,,http://link.springer.com/article/10.1007/s42979-021-00717-2,10.1007/s42979-021-00717-2,,,,,SN Computer Science,Article,Springer
298,,Adversarial Image Caption Generator Network,Ali Mollaahmadi DehaqiVahid SeydiYeganeh Madadi,2021,,,http://link.springer.com/article/10.1007/s42979-021-00486-y,10.1007/s42979-021-00486-y,,,,,SN Computer Science,Article,Springer
299,,A NLP-Oriented Methodology to Enhance Event Log Quality,Belén Ramos-GutiérrezÁngel Jesús Varela-VacaF. Javier OrtegaMaría Teresa Gómez-LópezMoe Thandar Wynn,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-79186-5_2,10.1007/978-3-030-79186-5_2,,,,,"Enterprise, Business-Process and Information Systems Modeling",Chapter,Springer
300,,Cloud-Edge Microservice Architecture for DNN-based Distributed Multimedia Event Processing,Felipe Arruda PontesEdward Curry,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-71906-7_6,10.1007/978-3-030-71906-7_6,,,,,Advances in Service-Oriented and Cloud Computing,Chapter,Springer
301,,Traceability recovery between bug reports and test cases-a Mozilla Firefox case study,Guilherme GadelhaFranklin RamalhoTiago Massoni,2021,,,http://link.springer.com/article/10.1007/s10515-021-00287-w,10.1007/s10515-021-00287-w,,,,,Automated Software Engineering,Article,Springer
302,,The X-Faces Behind the Portraits of No One,João CorreiaTiago MartinsSérgio RebeloJoão BickerPenousal Machado,2021,,,http://link.springer.com/article/10.1007/s42979-021-00604-w,10.1007/s42979-021-00604-w,,,,,SN Computer Science,Article,Springer
303,,An Hybrid CPU-GPU Parallel Multi-tracking Framework for Long-Term Video Sequences,Juan P. D’amatoLeonardo DominguezFranco StramanaAldo RubialesAlejandro Perez,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-86702-7_23,10.1007/978-3-030-86702-7_23,,,,,Applied Computer Sciences in Engineering,Chapter,Springer
304,,Privacy-Preserving CCTV Analytics for Cyber-Physical Threat Intelligence,Jürgen NeisesAdrien BesseJean-Baptiste Rouquier,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-69781-5_1,10.1007/978-3-030-69781-5_1,,,,,Cyber-Physical Security for Critical Infrastructures Protection,Chapter,Springer
305,,Network Bending: Expressive Manipulation of Deep Generative Models,Terence BroadFrederic Fol LeymarieMick Grierson,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-72914-1_2,10.1007/978-3-030-72914-1_2,,,,,"Artificial Intelligence in Music, Sound, Art and Design",Chapter,Springer
306,,EMaxPPE: Epoch’s Maximum Prediction Probability Ensemble Method for Deep Learning Classification Models,Javokhir MusaevNgoc Thanh NguyenDosam Hwang,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-88113-9_23,10.1007/978-3-030-88113-9_23,,,,,Advances in Computational Collective Intelligence,Chapter,Springer
307,,A Survey on Automatic Diabetic Retinopathy Screening,Pranoti NageSanjay Shitole,2021,,,http://link.springer.com/article/10.1007/s42979-021-00833-z,10.1007/s42979-021-00833-z,,,,,SN Computer Science,Article,Springer
308,,About the Quality of Data and Services in Natural Sciences,Barbara PerniciFrancesca RattiGabriele Scalia,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-73203-5_18,10.1007/978-3-030-73203-5_18,,,,,Next-Gen Digital Services. A Retrospective and Roadmap for Service Computing of the Future,Chapter,Springer
309,,Goal-driven active learning,Nicolas BougieRyutaro Ichise,2021,,,http://link.springer.com/article/10.1007/s10458-021-09527-5,10.1007/s10458-021-09527-5,,,,,Autonomous Agents and Multi-Agent Systems,Article,Springer
310,,XCOVNet: Chest X-ray Image Classification for COVID-19 Early Detection Using Convolutional Neural Networks,Vishu MadaanAditya RoyCharu GuptaPrateek AgrawalAnand SharmaCristian BologaRadu Prodan,2021,,,http://link.springer.com/article/10.1007/s00354-021-00121-7,10.1007/s00354-021-00121-7,,,,,New Generation Computing,Article,Springer
311,,Hybrid CF on Modeling Feature Importance with Joint Denoising AutoEncoder and SVD++,Qing YangHeyong LiYa ZhouJingwei ZhangStelios Fuentes,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-67537-0_18,10.1007/978-3-030-67537-0_18,,,,,"Collaborative Computing: Networking, Applications and Worksharing",Chapter,Springer
312,,Fake Speech Recognition Using Deep Learning,Steven CamachoDora Maria BallesterosDiego Renza,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-86702-7_4,10.1007/978-3-030-86702-7_4,,,,,Applied Computer Sciences in Engineering,Chapter,Springer
313,,Mesarovician Abstract Learning Systems,Tyler Cody,2022,,,http://link.springer.com/chapter/10.1007/978-3-030-93758-4_7,10.1007/978-3-030-93758-4_7,,,,,Artificial General Intelligence,Chapter,Springer
314,,DNet: An Efficient Privacy-Preserving Distributed Learning Framework for Healthcare Systems,Parth Parag KulkarniHarsh KasyapSomanath Tripathy,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-65621-8_9,10.1007/978-3-030-65621-8_9,,,,,Distributed Computing and Internet Technology,Chapter,Springer
315,,Architecture of Computing Systems,Christian HochbergerLars BauerThilo Pionteck,2021,,,http://link.springer.com/book/10.1007/978-3-030-81682-7,10.1007/978-3-030-81682-7,,,,,Lecture Notes in Computer Science,Book,Springer
316,,Learning lenient parsing & typing via indirect supervision,Toufique AhmedPremkumar DevanbuVincent J Hellendoorn,2021,,,http://link.springer.com/article/10.1007/s10664-021-09942-y,10.1007/s10664-021-09942-y,,,,,Empirical Software Engineering,Article,Springer
317,,Deep-n-Cheap: An Automated Efficient and Extensible Search Framework for Cost-Effective Deep Learning,Sourya DeySara BabakniyaSaikrishna C. KanalaMarco PaolieriLeana GolubchikPeter A. BeerelKeith M. Chugg,2021,,,http://link.springer.com/article/10.1007/s42979-021-00646-0,10.1007/s42979-021-00646-0,,,,,SN Computer Science,Article,Springer
318,,Addressing Popular Concerns Regarding COVID-19 Vaccination with Natural Language Argumentation Dialogues,Lisa ChalaguineAnthony Hunter,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-86772-0_5,10.1007/978-3-030-86772-0_5,,,,,Symbolic and Quantitative Approaches to Reasoning with Uncertainty,Chapter,Springer
319,,Deep Neural Networks for Biomedical Image Segmentation: Trends and Best Practices,Cecilia-Irene Loeza-MejíaEddy Sánchez-DelaCruzMirta Fuentes-Ramos,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-89817-5_26,10.1007/978-3-030-89817-5_26,,,,,Advances in Computational Intelligence,Chapter,Springer
320,,Evaluating Extractive Automatic Text Summarization Techniques in Spanish,Camilo Caparrós-LaizJosé Antonio García-DíazRafael Valencia-García,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-88262-4_6,10.1007/978-3-030-88262-4_6,,,,,Technologies and Innovation,Chapter,Springer
321,,D-SRGAN: DEM Super-Resolution with Generative Adversarial Networks,Bekir Z. DemirayMuhammed SitIbrahim Demir,2021,,,http://link.springer.com/article/10.1007/s42979-020-00442-2,10.1007/s42979-020-00442-2,,,,,SN Computer Science,Article,Springer
322,,DeeperThings: Fully Distributed CNN Inference on Resource-Constrained Edge Devices,Rafael StahlAlexander HoffmanDaniel Mueller-GritschnederAndreas GerstlauerUlf Schlichtmann,2021,,,http://link.springer.com/article/10.1007/s10766-021-00712-3,10.1007/s10766-021-00712-3,,,,,International Journal of Parallel Programming,Article,Springer
323,,"Logic, Computation and Rigorous Methods",Alexander RaschkeElvinia RiccobeneProf. Klaus-Dieter Schewe,2021,,,http://link.springer.com/book/10.1007/978-3-030-76020-5,10.1007/978-3-030-76020-5,,,,,Lecture Notes in Computer Science,Book,Springer
324,,A One-Step Approach to Covariate Shift Adaptation,Tianyi ZhangIkko YamaneNan LuMasashi Sugiyama,2021,,,http://link.springer.com/article/10.1007/s42979-021-00678-6,10.1007/s42979-021-00678-6,,,,,SN Computer Science,Article,Springer
325,,“A Good Algorithm Does Not Steal – It Imitates”: The Originality Report as a Means of Measuring When a Music Generation Algorithm Copies Too Much,Zongyu YinFederico ReubenSusan StepneyTom Collins,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-72914-1_24,10.1007/978-3-030-72914-1_24,,,,,"Artificial Intelligence in Music, Sound, Art and Design",Chapter,Springer
326,,Convolutional Autoencoder Based Textile Defect Detection Under Unconstrained Setting,Deepak NagarajPramod VadirajaOliver NalbachDirk Werth,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-87986-0_15,10.1007/978-3-030-87986-0_15,,,,,Artificial Intelligence and Soft Computing,Chapter,Springer
327,,Extending the Capabilities of Reinforcement Learning Through Curriculum: A Review of Methods and Applications,Kashish GuptaDebasmita MukherjeeHomayoun Najjaran,2021,,,http://link.springer.com/article/10.1007/s42979-021-00934-9,10.1007/s42979-021-00934-9,,,,,SN Computer Science,Article,Springer
328,,Input addition and deletion in reinforcement: towards protean learning,Iago BonniciAbdelkader GouaïchFabien Michel,2021,,,http://link.springer.com/article/10.1007/s10458-021-09534-6,10.1007/s10458-021-09534-6,,,,,Autonomous Agents and Multi-Agent Systems,Article,Springer
329,,Comparative Analysis of Different Classification Techniques,Vaishakh ShettyMitesh SinghSiddhesh SalunkheNilesh Rathod,2021,,,http://link.springer.com/article/10.1007/s42979-021-00906-z,10.1007/s42979-021-00906-z,,,,,SN Computer Science,Article,Springer
330,,Hybrid AI: The Way Forward in AI by Developing Four Dimensions,Albert HuizingCor VeenmanMark NeerincxJudith Dijk,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-73959-1_6,10.1007/978-3-030-73959-1_6,,,,,"Trustworthy AI - Integrating Learning, Optimization and Reasoning",Chapter,Springer
331,,An extended study on applicability and performance of homogeneous cross-project defect prediction approaches under homogeneous cross-company effort estimation situation,Sousuke AmasakiHirohisa AmanTomoyuki Yokogawa,2022,,,http://link.springer.com/article/10.1007/s10664-021-10103-4,10.1007/s10664-021-10103-4,,,,,Empirical Software Engineering,Article,Springer
332,,Evaluating the impact of falsely detected performance bug-inducing changes in JIT models,Sophia QuachMaxime LamotheBram AdamsYasutaka KameiWeiyi Shang,2021,,,http://link.springer.com/article/10.1007/s10664-021-10004-6,10.1007/s10664-021-10004-6,,,,,Empirical Software Engineering,Article,Springer
333,,Quantitative Evaluation of Systems,Alessandro AbateAssoc. Prof. Andrea Marin,2021,,,http://link.springer.com/book/10.1007/978-3-030-85172-9,10.1007/978-3-030-85172-9,,,,,Lecture Notes in Computer Science,Book,Springer
334,,Secure IT Systems,Nicola TuveriDr. Antonis MichalasBilly Bob Brumley,2021,,,http://link.springer.com/book/10.1007/978-3-030-91625-1,10.1007/978-3-030-91625-1,,,,,Lecture Notes in Computer Science,Book,Springer
335,,Network and Parallel Computing,Xin HePh.D. En ShaoGuangming Tan,2021,,,http://link.springer.com/book/10.1007/978-3-030-79478-1,10.1007/978-3-030-79478-1,,,,,Lecture Notes in Computer Science,Book,Springer
336,,Advanced Information Systems Engineering Workshops,Dr. Artem PolyvyanyyStefanie Rinderle-Ma,2021,,,http://link.springer.com/book/10.1007/978-3-030-79022-6,10.1007/978-3-030-79022-6,,,,,Lecture Notes in Business Information Processing,Book,Springer
337,,Product-Focused Software Process Improvement,Luca ArditoAndreas JedlitschkaDr. Maurizio MorisioProf. Marco Torchiano,2021,,,http://link.springer.com/book/10.1007/978-3-030-91452-3,10.1007/978-3-030-91452-3,,,,,Lecture Notes in Computer Science,Book,Springer
338,,Critical Information Infrastructures Security,Dimitri Percia DavidAlain MermoudThomas Maillart,2021,,,http://link.springer.com/book/10.1007/978-3-030-93200-8,10.1007/978-3-030-93200-8,,,,,Lecture Notes in Computer Science,Book,Springer
339,,Various DNN-HMM Architectures Used in Acoustic Modeling with Single-Speaker and Single-Channel,Josef V. PsutkaJan VaněkAleš Pražák,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-89579-2_8,10.1007/978-3-030-89579-2_8,,,,,Statistical Language and Speech Processing,Chapter,Springer
340,,A smart anomaly-based intrusion detection system for the Internet of Things (IoT) network using GWO–PSO–RF model,Pankaj Kumar KeserwaniMahesh Chandra GovilEmmanuel S. PilliPrajjval Govil,2021,,,http://link.springer.com/article/10.1007/s40860-020-00126-x,10.1007/s40860-020-00126-x,,,,,Journal of Reliable Intelligent Environments,Article,Springer
341,,DSMC Evaluation Stages: Fostering Robust and Safe Behavior in Deep Reinforcement Learning,Timo P. GrosDaniel HöllerJörg HoffmannMichaela KlauckHendrik MeerkampVerena Wolf,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-85172-9_11,10.1007/978-3-030-85172-9_11,,,,,Quantitative Evaluation of Systems,Chapter,Springer
342,,Using Reinforcement Learning for Generating Polynomial Models to Explain Complex Data,Niclas StåhlGunnar MathiasonDellainey Alcacoas,2021,,,http://link.springer.com/article/10.1007/s42979-021-00488-w,10.1007/s42979-021-00488-w,,,,,SN Computer Science,Article,Springer
343,,Evaluating Explainability Methods Intended for Multiple Stakeholders,Kyle MartinAnne LiretNirmalie WiratungaGilbert OwusuMathias Kern,2021,,,http://link.springer.com/article/10.1007/s13218-020-00702-6,10.1007/s13218-020-00702-6,,,,,KI - Künstliche Intelligenz,Article,Springer
344,,Using Self-developed Mobile APP and Arduino to Provide Integrated Multimedia for Lower Graders’ English Vocabulary Learning,Pei-Yin ChenYaming TaiTeng-Hui TsengYu-Liang Ting,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-90328-2_23,10.1007/978-3-030-90328-2_23,,,,,"HCI International 2021 - Late Breaking Papers: Cognition, Inclusion, Learning, and Culture",Chapter,Springer
345,,Subject-Oriented Reference Model for Virtual Factory Operations Commissioning,Matthes ElstermannStefanie BetzMatthias LedererWerner SchmidtLisa Bührer,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-79186-5_11,10.1007/978-3-030-79186-5_11,,,,,"Enterprise, Business-Process and Information Systems Modeling",Chapter,Springer
346,,Bi-RDNet: Performance Enhancement for Remote Sensing Scene Classification with Rotational Duplicate Layers,Erdem Safa AkkulBerk ArıcanBehçet Uğur Töreyin,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-88113-9_54,10.1007/978-3-030-88113-9_54,,,,,Advances in Computational Collective Intelligence,Chapter,Springer
347,,Categorizing Sentiment Polarities in Social Networks Data Using Convolutional Neural Network,Gaurav MeenaKrishna Kumar MohbeyAjay Indian,2021,,,http://link.springer.com/article/10.1007/s42979-021-00993-y,10.1007/s42979-021-00993-y,,,,,SN Computer Science,Article,Springer
348,,"Cybersecurity, Data Privacy and Blockchain: A Review",Vinden WyldeNisha RawindaranJohn LawrenceRushil BalasubramanianEdmond PrakashAmbikesh JayalImtiaz KhanChaminda HewageJon Platts,2022,,,http://link.springer.com/article/10.1007/s42979-022-01020-4,10.1007/s42979-022-01020-4,,,,,SN Computer Science,Article,Springer
