,id,title,author,year,publisher,issn,url,doi,abstract,keyword,pages,num_pages,publication_venue,content_type,source
513,,Analyzing the Stationarity Process in Software Effort Estimation Datasets,"Bosu M.F., MacDonell S.G., Whigham P.A.",2020,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099886902&doi=10.1142%2fS0218194020400239&partnerID=40&md5=bf13a690f18bba7407074cdc326b071c,10.1142/S0218194020400239,"Software effort estimation models are typically developed based on an underlying assumption that all data points are equally relevant to the prediction of effort for future projects. The dynamic nature of several aspects of the software engineering process could mean that this assumption does not hold in at least some cases. This study employs three kernel estimator functions to test the stationarity assumption in five software engineering datasets that have been used in the construction of software effort estimation models. The kernel estimators are used in the generation of nonuniform weights which are subsequently employed in weighted linear regression modeling. In each model, older projects are assigned smaller weights while the more recently completed projects are assigned larger weights, to reflect their potentially greater relevance to present or future projects that need to be estimated. Prediction errors are compared to those obtained from uniform models. Our results indicate that, for the datasets that exhibit underlying nonstationary processes, uniform models are more accurate than the nonuniform models; that is, models based on kernel estimator functions are worse than the models where no weighting was applied. In contrast, the accuracies of uniform and nonuniform models for datasets that exhibited stationary processes were essentially equivalent. Our analysis indicates that as the heterogeneity of a dataset increases, the effect of stationarity is overridden. The results of our study also confirm prior findings that the accuracy of effort estimation models is independent of the type of kernel estimator function used in model development. © 2020 World Scientific Publishing Company.",kernel estimators; Software effort estimation; software processes; stationarity; weighted linear regression,"1607, 1640",,International Journal of Software Engineering and Knowledge Engineering,Conference Paper,Scopus
514,,Conversion-based Approach to Obtain an SNN Construction,"Shang Y., Li Y., You F., Zhao R.",2020,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099875801&doi=10.1142%2fS0218194020400318&partnerID=40&md5=e7351c490193c61cc53296775d0cc49b,10.1142/S0218194020400318,"Spiking Neuron Network (SNN) uses spike sequence for data processing, so it has an excellent characteristic of low power consumption. However, due to the immaturity of learning algorithm, the multiplayer network training has difficulty in convergence. Utilizing the mature learning algorithm and fast training speed of the back-propagation network, this paper proposes a method to converse the Convolutional Neural Network (CNN) to the SNN. First, the adjustment strategy for CNN is introduced. Then after training, the weight parameters in the model are extracted, which is the corresponding synaptic weight in the layer of the SNN. Finally, a new threshold-setting algorithm based on feedback is proposed to solve the critical problem of the threshold setting of neurons in the SNN. We evaluate our method on the CIFAR-10 datasets released by Hinton's team. The experimental results show that the image classification accuracy of the SNN is more than 98% of that of CNN, and the theoretical value of power consumption per second is 3.9mW. © 2020 World Scientific Publishing Company.",Convolutional neural network; spiking neural network; threshold setting algorithm,"1801, 1818",,International Journal of Software Engineering and Knowledge Engineering,Conference Paper,Scopus
515,,SMAUG: End-to-End Full-Stack Simulation Infrastructure for Deep Learning Workloads,"Xi S.L., Yao Y., Bhardwaj K., Whatmough P., Wei G.-Y., Brooks D.",2020,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097241177&doi=10.1145%2f3424669&partnerID=40&md5=112a03597a4e107ba0c6b3176e7d1194,10.1145/3424669,"In recent years, there has been tremendous advances in hardware acceleration of deep neural networks. However, most of the research has focused on optimizing accelerator microarchitecture for higher performance and energy efficiency on a per-layer basis. We find that for overall single-batch inference latency, the accelerator may only make up 25-40%, with the rest spent on data movement and in the deep learning software framework. Thus far, it has been very difficult to study end-to-end DNN performance during early stage design (before RTL is available), because there are no existing DNN frameworks that support end-to-end simulation with easy custom hardware accelerator integration. To address this gap in research infrastructure, we present SMAUG, the first DNN framework that is purpose-built for simulation of end-to-end deep learning applications. SMAUG offers researchers a wide range of capabilities for evaluating DNN workloads, from diverse network topologies to easy accelerator modeling and SoC integration. To demonstrate the power and value of SMAUG, we present case studies that show how we can optimize overall performance and energy efficiency for up to 1.8×-5× speedup over a baseline system, without changing any part of the accelerator microarchitecture, as well as show how SMAUG can tune an SoC for a camera-powered deep learning pipeline. © 2020 Owner/Author.",architectural simulation; Deep neural networks; hardware accelerators,,,ACM Transactions on Architecture and Code Optimization,Article,Scopus
516,,Multi-module TSK Fuzzy System Based on Training Space Reconstruction [基于训练空间重构的多模块TSK模糊系统],"Zhou T., Deng Z.-H., Jiang Y.-Z., Wang S.-T.",2020,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096704763&doi=10.13328%2fj.cnki.jos.005846&partnerID=40&md5=55d508df4108b7511145f49a0804fd61,10.13328/j.cnki.jos.005846,"A multi-training module Takagi-Sugeno-Kang (TSK) fuzzy classifier, H-TSK-FS, is proposed by means of reconstruction of training sample space. H-TSK-FS has good classification performance and high interpretability, which can solve the problems of existing hierarchical fuzzy classifiers such as the output and fuzzy rules of intermediate layer that are difficult to explain. In order to achieve enhanced classification performance, H-TSK-FS is composed of several optimized zero-order TSK fuzzy classifiers. These zero-order TSK fuzzy classifiers adopt an ingenious training method. The original training sample, part of the sample of the previous layer and part of the decision information that most approximates the real value in all the training layers are projected into the training module of the current layer and constitute its input space. In this way, the training results of the previous layers play a guiding and controlling role in the training of the current layer. This method of randomly selecting sample points and training features within a certain range can open up the manifold structure of the original input space and ensure better or equivalent classification performance. In addition, this study focuses on data sets with a small number of sample points and a small number of training features. In the design of each training unit, extreme learning machine is used to obtain the Then-part parameters of fuzzy rules. For each intermediate training layer, short rules are used to express knowledge. Each fuzzy rule determines the variable input features and Gaussian membership function by means of constraints, in order to ensure that the selected input features are highly interpretable. Experimental results of real datasets and application cases show that H-TSK-FS enhances classification performance and high interpretability. © Copyright 2020, Institute of Software, the Chinese Academy of Sciences. All rights reserved.",Extreme learning machine; Interpret ability; Multi-module training; TSK fuzzy system,"3506, 3518",,Ruan Jian Xue Bao/Journal of Software,Article,Scopus
517,,Dynamic Gene Regulatory Network Evolution Analysis [动态基因调控网演化分析],"Liu Z.-Z., Hu W.-B., Xu P.-H., Tang C.-H., Gao K., Ma F.-Y., Qiu Z.-Y.",2020,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096679553&doi=10.13328%2fj.cnki.jos.005821&partnerID=40&md5=0469cf839d928b34e1509f017d13800b,10.13328/j.cnki.jos.005821,"Dynamic gene regulatory network is a complex network representing the dynamic interactions between genes in organism. The interactions can be divided into two groups, motivation and inhibition. The researches on the evolution of dynamic gene regulatory network can be used to predict the gene regulation relationship in the future, thus playing a reference role in diagnosis and prediction of diseases, Pharma projects, and biological experiments. However, the evolution of gene regulatory network is a huge and complex system in real world, the researches about its evolutionary mechanism only focus on statics networks but ignore dynamic networks as well as ignore the types of interaction. In response to these defects, a dynamic gene regulatory network evolution analyzing method (DGNE) is proposed to extend the research to the field of dynamic signed networks. According to the link prediction algorithm based on motif transfer probability (MT) and symbol discrimination algorithm based on latent space character included in DGNE, the evolution mechanism of dynamic gene regulatory network can be dynamically captured as well as the links of gene regulatory network are predicted precisely. The experiment results showed that the proposed DGNE method performs greatly on simulated datasets and real datasets. © Copyright 2020, Institute of Software, the Chinese Academy of Sciences. All rights reserved.",Gene regulatory network; Latent space; Link prediction; Motif; Network evolution,"3334, 3350",,Ruan Jian Xue Bao/Journal of Software,Article,Scopus
518,,Feature Representation Method of Microscopic Sandstone Images Based on Convolutional Neural Network [一种基于卷积神经网络的砂岩显微图像特征表示方法],"Li N., Gu Q., Jiang F., Hao H.-Z., Yu H., Ni C.",2020,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096659264&doi=10.13328%2fj.cnki.jos.005836&partnerID=40&md5=321f294a1f886084dbc831db1231d62d,10.13328/j.cnki.jos.005836,"The classification of microscopic sandstone images is a basic work in geological research, and it has an important significance in the evaluation of oil and gas reservoirs. In the automatic classification of microscopic sandstone images, due to their complex and variable micro-structures, the hand-crafted features have limited abilities to represent them. In addition, since the collection and labeling of sandstone samples are costly, labeled microscopic sandstone images are usually few. In this study, a convolutional neural network based feature representation method for small-scale data sets, called FeRNet, is proposed to effectively capture the semantic information of microscopic sandstone images and enhance their feature representation. The FeRNet has a simple structure, which reduces the quantity requirements for labeled images, and prevents the overfitting. Aiming at the problem of insufficient labeled microscopic sandstone image, the image augmentation preprocessing and a CAE network-based weight initialization strategy are proposed, to reduce the risk of overfitting. Based on the microscopic sandstone images collected from Tibet, the experiments are designed and conducted. The results show that both image augmentation and CAE network can effectively improve the training of FeRNet network, when the labeled microscopic sandstone images are few; and the FeRNet features are more capable of the representations of microscopic sandstone images than the hand-crafted features. © Copyright 2020, Institute of Software, the Chinese Academy of Sciences. All rights reserved.",Convolutional autoencoder; Convolutional neural network; Feature representation; Image augmentation; Microscopic sandstone image,"3621, 3639",,Ruan Jian Xue Bao/Journal of Software,Article,Scopus
519,,Evaluation of Headset-based Viewing and Desktop-based Viewing of Remote Lectures in a Social VR Platform,"Yoshimura A., Borst C.W.",2020,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095822968&doi=10.1145%2f3385956.3422124&partnerID=40&md5=1aca02d8226d3bb002fca1258bfabb85,10.1145/3385956.3422124,"We study experiences of students attending classes remotely from home using a social VR platform, considering both desktop-based and headset-based viewing of remote lectures. Ratings varied widely. Headset viewing produced higher presence overall. Strong negative correlations between headset simulator sickness symptoms and overall experience ratings, and some other ratings, suggest that the headset experience was much better for comfortable users than for others. Reduced sickness symptoms, and no similar correlations, were found for desktop viewing. Desktop viewing appears to be a good alternative for students not comfortable with headsets. Future VR systems are expected to provide more stable and comfortable visuals, providing benefits to more users. © 2020 Owner/Author.",COVID-19; distance learning; educational VR; Mozilla Hubs; remote instruction; SARS-CoV-2; teleconferencing; virtual reality,,,"Proceedings of the ACM Symposium on Virtual Reality Software and Technology, VRST",Conference Paper,Scopus
520,,On the feasibility of automated prediction of bug and non-bug issues,"Herbold S., Trautsch A., Trautsch F.",2020,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090988857&doi=10.1007%2fs10664-020-09885-w&partnerID=40&md5=986c40c5273cec5af6bc32afec0bac1b,10.1007/s10664-020-09885-w,"Context: Issue tracking systems are used to track and describe tasks in the development process, e.g., requested feature improvements or reported bugs. However, past research has shown that the reported issue types often do not match the description of the issue. Objective: We want to understand the overall maturity of the state of the art of issue type prediction with the goal to predict if issues are bugs and evaluate if we can improve existing models by incorporating manually specified knowledge about issues. Method: We train different models for the title and description of the issue to account for the difference in structure between these fields, e.g., the length. Moreover, we manually detect issues whose description contains a null pointer exception, as these are strong indicators that issues are bugs. Results: Our approach performs best overall, but not significantly different from an approach from the literature based on the fastText classifier from Facebook AI Research. The small improvements in prediction performance are due to structural information about the issues we used. We found that using information about the content of issues in form of null pointer exceptions is not useful. We demonstrate the usefulness of issue type prediction through the example of labelling bugfixing commits. Conclusions: Issue type prediction can be a useful tool if the use case allows either for a certain amount of missed bug reports or the prediction of too many issues as bug is acceptable. © 2020, The Author(s).",Issue tracking; Issue type prediction; Mislabeled issues,"5333, 5369",,Empirical Software Engineering,Article,Scopus
521,,On the time-based conclusion stability of cross-project defect prediction models,"Bangash A.A., Sahar H., Hindle A., Ali K.",2020,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090463838&doi=10.1007%2fs10664-020-09878-9&partnerID=40&md5=4166ed1a7e77d503354d555f39d16cbd,10.1007/s10664-020-09878-9,"Researchers in empirical software engineering often make claims based on observable data such as defect reports. Unfortunately, in many cases, these claims are generalized beyond the data sets that have been evaluated. Will the researcher’s conclusions hold a year from now for the same software projects? Perhaps not. Recent studies show that in the area of Software Analytics, conclusions over different data sets are usually inconsistent. In this article, we empirically investigate whether conclusions in the area of cross-project defect prediction truly exhibit stability throughout time or not. Our investigation applies a time-aware evaluation approach where models are trained only on the past, and evaluations are executed only on the future. Through this time-aware evaluation, we show that depending on which time period we evaluate defect predictors, their performance, in terms of F-Score, the area under the curve (AUC), and Mathews Correlation Coefficient (MCC), varies and their results are not consistent. The next release of a product, which is significantly different from its prior release, may drastically change defect prediction performance. Therefore, without knowing about the conclusion stability, empirical software engineering researchers should limit their claims of performance within the contexts of evaluation, because broad claims about defect prediction performance might be contradicted by the next upcoming release of a product under analysis. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.",Conclusion stability; Defect prediction; Time-aware evaluation,"5047, 5083",,Empirical Software Engineering,Article,Scopus
522,,CROKAGE: effective solution recommendation for programming tasks by leveraging crowd knowledge,"da Silva R.F.G., Roy C.K., Rahman M.M., Schneider K.A., Paixão K., Dantas C.E.C., Maia M.A.",2020,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090219490&doi=10.1007%2fs10664-020-09863-2&partnerID=40&md5=0d6cf326e8ad161ffcdde586f51f4c04,10.1007/s10664-020-09863-2,"Developers often search for relevant code examples on the web for their programming tasks. Unfortunately, they face three major problems. First, they frequently need to read and analyse multiple results from the search engines to obtain a satisfactory solution. Second, the search is impaired due to a lexical gap between the query (task description) and the information associated with the solution (e.g., code example). Third, the retrieved solution may not be comprehensible, i.e., the code segment might miss a succinct explanation. To address these three problems, we propose CROKAGE (CrowdKnowledge Answer Generator), a tool that takes the description of a programming task (the query) as input and delivers a comprehensible solution for the task. Our solutions contain not only relevant code examples but also their succinct explanations written by human developers. The search for code examples is modeled as an Information Retrieval (IR) problem. We first leverage the crowd knowledge stored in Stack Overflow to retrieve the candidate answers against a programming task. For this, we use a fine-tuned IR technique, chosen after comparing 11 IR techniques in terms of performance. Then we use a multi-factor relevance mechanism to mitigate the lexical gap problem, and select the top quality answers related to the task. Finally, we perform natural language processing on the top quality answers and deliver the comprehensible solutions containing both code examples and code explanations unlike earlier studies. We evaluate and compare our approach against ten baselines, including the state-of-art. We show that CROKAGE outperforms the ten baselines in suggesting relevant solutions for 902 programming tasks (i.e., queries) of three popular programming languages: Java, Python and PHP. Furthermore, we use 24 programming tasks (queries) to evaluate our solutions with 29 developers and confirm that CROKAGE outperforms the state-of-art tool in terms of relevance of the suggested code examples, benefit of the code explanations and the overall solution quality (code + explanation). © 2020, Springer Science+Business Media, LLC, part of Springer Nature.",Code search; Mining crowd knowledge; Stack overflow; Word embedding,"4707, 4758",,Empirical Software Engineering,Article,Scopus
523,,Automatic detection of acute ischemic stroke using non-contrast computed tomography and two-stage deep learning model,"Nishio M., Koyasu S., Noguchi S., Kiguchi T., Nakatsu K., Akasaka T., Yamada H., Itoh K.",2020,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089748684&doi=10.1016%2fj.cmpb.2020.105711&partnerID=40&md5=58ddbbaf3f81e84059587d952efe73d7,10.1016/j.cmpb.2020.105711,"Background and objective: Currently, it is challenging to detect acute ischemic stroke (AIS)-related changes on computed tomography (CT) images. Therefore, we aimed to develop and evaluate an automatic AIS detection system involving a two-stage deep learning model. Methods: We included 238 cases from two different institutions. AIS-related findings were annotated on each of the 238 sets of head CT images by referring to head magnetic resonance imaging (MRI) images in which an MRI examination was performed within 24 h following the CT scan. These 238 annotated cases were divided into a training set including 189 cases and test set including 49 cases. Subsequently, a two-stage deep learning detection model was constructed from the training set using the You Only Look Once v3 model and Visual Geometry Group 16 classification model. Then, the two-stage model performed the AIS detection process in the test set. To assess the detection model's results, a board-certified radiologist also evaluated the test set head CT images with and without the aid of the detection model. The sensitivity of AIS detection and number of false positives were calculated for the evaluation of the test set detection results. The sensitivity of the radiologist with and without the software detection results was compared using the McNemar test. A p-value of less than 0.05 was considered statistically significant. Results: For the two-stage model and radiologist without and with the use of the software results, the sensitivity was 37.3%, 33.3%, and 41.3%, respectively, and the number of false positives per one case was 1.265, 0.327, and 0.388, respectively. On using the two-stage detection model's results, the board-certified radiologist's detection sensitivity significantly improved (p-value = 0.0313). Conclusions: Our detection system involving the two-stage deep learning model significantly improved the radiologist's sensitivity in AIS detection. © 2020 Elsevier B.V.",Acute ischemic stroke; Computer-aided detection; Deep learning; Magnetic resonance imaging; Non-contrast computed tomography,,,Computer Methods and Programs in Biomedicine,Article,Scopus
524,,Deep learning analysis in coronary computed tomographic angiography imaging for the assessment of patients with coronary artery stenosis,"Han D., Liu J., Sun Z., Cui Y., He Y., Yang Z.",2020,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088372517&doi=10.1016%2fj.cmpb.2020.105651&partnerID=40&md5=3e4e0619d38896aa05bd6c0ace636d54,10.1016/j.cmpb.2020.105651,"Background and Objective: Recently, deep convolutional neural network has significantly improved image classification and image segmentation. If coronary artery disease (CAD) can be diagnosed through machine learning and deep learning, it will significantly reduce the burdens of the doctors and accelerate the critical patient diagnoses. The purpose of the study is to assess the practicability of utilizing deep learning approaches to process coronary computed tomographic angiography (CCTA) imaging (termed CCTA-artificial intelligence, CCTA-AI) in coronary artery stenosis. Materials and Methods: A CCTA reconstruction pipeline was built by utilizing deep learning and transfer learning approaches to generate auto-reconstructed CCTA images based on a series of two-dimensional (2D) CT images. 150 patients who underwent successively CCTA and digital subtraction angiography (DSA) from June 2017 to December 2017 were retrospectively analyzed. The dataset was divided into two parts comprising training dataset and testing dataset. The training dataset included the CCTA images of 100 patients which are trained using convolutional neural networks (CNN) in order to further identify various plaque classifications and coronary stenosis. The other 50 CAD patients acted as testing dataset that is evaluated by comparing the auto-reconstructed CCTA images with traditional CCTA images on the condition that DSA images are regarded as the reference method. Receiver operating characteristic (ROC) analysis was used for statistical analysis to compare CCTA-AI with DSA and traditional CCTA in the aspect of detecting coronary stenosis and plaque features. Results: AI significantly reduces time for post-processing and diagnosis comparing to the traditional methods. In identifying various degrees of coronary stenosis, the diagnostic accuracy of CCTA-AI is better than traditional CCTA (AUCAI = 0.870, AUCCCTA = 0.781, P &lt; 0.001). In identifying ≥ 50% stenotic vessels, the accuracy, sensitivity, specificity, positive predictive value and negative predictive value of CCTA-AI and traditional method are 86% and 83%, 88% and 59%, 85% and 94%, 73% and 84%, 94% and 83%, respectively. In the aspect of identifying plaque classification, accuracy of CCTA-AI is moderate compared to traditional CCTA (AUC = 0.750, P &lt; 0.001). Conclusion: The proposed CCTA-AI allows the generation of auto-reconstructed CCTA images from a series of 2D CT images. This approach is relatively accurate for detecting ≥50% stenosis and analyzing plaque features compared to traditional CCTA. © 2020",Convolutional neural network; Coronary atherosclerotic stenosis; Coronary computed tomographic angiography; Deep learning,,,Computer Methods and Programs in Biomedicine,Article,Scopus
525,,Learn from one data set to classify all – A multi-target domain adaptation approach for white blood cell classification,"Baydilli Y.Y., Atila U., Elen A.",2020,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088100336&doi=10.1016%2fj.cmpb.2020.105645&partnerID=40&md5=bffeb3f0dafb392cb66e06a622c92324,10.1016/j.cmpb.2020.105645,"Background and objective: Traditional machine learning methods assume that both training and test data come from the same distribution. In this way, it becomes possible to achieve high successes when modelling on the same domain. Unfortunately, in real-world problems, direct transfer between domains is adversely affected due to differences in the data collection process and the internal dynamics of the data. In order to cope with such drawbacks, researchers use a method called “domain adaptation”, which enables the successful transfer of information learned in one domain to other domains. In this study, a model that can be used in the classification of white blood cells (WBC) and is not affected by domain differences was proposed. Methods: Only one data set was used as source domain, and an adaptation process was created that made possible the learned knowledge to be used effectively in other domains (multi-target domain adaptation). While constructing the model, we employed data augmentation, data generation and fine-tuning processes, respectively. Results: The proposed model has been able to extract “domain-invariant” features and achieved high success rates in the tests performed on nine different data sets. Multi-target domain adaptation accuracy was measured as %98.09. Conclusions: At the end of the study, it has been observed that the proposed model ignores the domain differences and it can adapt in a successful way to target domains. In this way, it becomes possible to classify unlabeled samples rapidly by using only a few number of labeled ones. © 2020 Elsevier B.V.",Classification; Deep learning; Medical data analysis; Multi-target domain adaptation; White blood cells (WBC),,,Computer Methods and Programs in Biomedicine,Article,Scopus
526,,A machine learning based framework for code clone validation,"Mostaeen G., Roy B., Roy C.K., Schneider K., Svajlenko J.",2020,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087971737&doi=10.1016%2fj.jss.2020.110686&partnerID=40&md5=fae6e9e8eef5743ebfee334cfe263cbf,10.1016/j.jss.2020.110686,"A code clone is a pair of code fragments, within or between software systems that are similar. Since code clones often negatively impact the maintainability of a software system, several code clone detection techniques and tools have been proposed and studied over the last decade. However, the clone detection tools are not always perfect and their clone detection reports often contain a number of false positives or irrelevant clones from specific project management or user perspective. To detect all possible similar source code patterns in general, the clone detection tools work on the syntax level while lacking user-specific preferences. This often means the clones must be manually inspected before analysis in order to remove those false positives from consideration. This manual clone validation effort is very time-consuming and often error-prone, in particular for large-scale clone detection. In this paper, we propose a machine learning approach for automating the validation process. First, a training dataset is built by taking code clones from several clone detection tools for different subject systems and then manually validating those clones. Second, several features are extracted from those clones to train the machine learning model by the proposed approach. The trained algorithm is then used to automatically validate clones without human inspection. Thus the proposed approach can be used to remove the false positive clones from the detection results, automatically evaluate the precision of any clone detectors for any given set of datasets, evaluate existing clone benchmark datasets, or even be used to build new clone benchmarks and datasets with minimum effort. In an experiment with clones detected by several clone detectors in several different software systems, we found our approach has an accuracy of up to 87.4% when compared against the manual validation by multiple expert judges. The proposed method also shows better results in several comparative studies with the existing related approaches for clone classification. © 2020 Elsevier Inc.",Clone management; Code clones; Machine learning; Validation,,,Journal of Systems and Software,Article,Scopus
527,,Using the VQ-VAE to improve the recognition of abnormalities in short-duration 12-lead electrocardiogram records,"Liu H., Zhao Z., Chen X., Yu R., She Q.",2020,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087770145&doi=10.1016%2fj.cmpb.2020.105639&partnerID=40&md5=fd94e034e8eb2090d0c00aa0926a2e76,10.1016/j.cmpb.2020.105639,"Background and Objective: Morphological diagnosis is a basic clinical task of the short-duration 12-lead electrocardiogram (ECG). Due to the scarcity of positive samples and other factors, there is currently no algorithm that is comparable to human experts in ECG morphological recognition. Our objective is to develop an ECG specialist-level deep learning method that can accurately identify ten ECG morphological abnormalities in real scene data. Methods: We established a short-duration 12-lead ECG image dataset that consists of approximately 200,000 samples. To address the problems with small positive samples, a data augmentation method was proposed. We solved it by interpolating in the latent space of the vector quantized variational autoencoder (VQ-VAE) and generating new samples via sampling. The trained final classifier, general doctors, and ECG specialists evaluated the diagnostic performance on a test set that consisted of 1000 samples. Results: Relative to that of unaugmented data, the F1 score was improved by 0–6%. Compared with ECG specialists, the deep neural network achieved higher F1 scores and sensitivity in most categories. Conclusions: Our method can improve the classification performance of ECG data with insufficient positive samples and reach the level of ECG specialists. This approach can provide specialized reference opinions for ordinary clinicians and reduce the errors of ECG specialists. © 2020 Elsevier B.V.",Artificial intelligence; Data augmentation; Deep learning; Electrocardiogram,,,Computer Methods and Programs in Biomedicine,Article,Scopus
528,,Large-scale machine learning systems in real-world industrial settings: A review of challenges and solutions,"Lwakatare L.E., Raj A., Crnkovic I., Bosch J., Olsson H.H.",2020,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087690796&doi=10.1016%2fj.infsof.2020.106368&partnerID=40&md5=39ff261482f573a45f895642acbd9059,10.1016/j.infsof.2020.106368,"Background: Developing and maintaining large scale machine learning (ML) based software systems in an industrial setting is challenging. There are no well-established development guidelines, but the literature contains reports on how companies develop and maintain deployed ML-based software systems. Objective: This study aims to survey the literature related to development and maintenance of large scale ML-based systems in industrial settings in order to provide a synthesis of the challenges that practitioners face. In addition, we identify solutions used to address some of these challenges. Method: A systematic literature review was conducted and we identified 72 papers related to development and maintenance of large scale ML-based software systems in industrial settings. The selected articles were qualitatively analyzed by extracting challenges and solutions. The challenges and solutions were thematically synthesized into four quality attributes: adaptability, scalability, safety and privacy. The analysis was done in relation to ML workflow, i.e. data acquisition, training, evaluation, and deployment. Results: We identified a total of 23 challenges and 8 solutions related to development and maintenance of large scale ML-based software systems in industrial settings including six different domains. Challenges were most often reported in relation to adaptability and scalability. Safety and privacy challenges had the least reported solutions. Conclusion: The development and maintenance on large-scale ML-based systems in industrial settings introduce new challenges specific for ML, and for the known challenges characteristic for these types of systems, require new methods in overcoming the challenges. The identified challenges highlight important concerns in ML system development practice and the lack of solutions point to directions for future research. © 2020 Elsevier B.V.",Challenges; Industrial settings; Machine learning systems; SLR; Software engineering; Solutions,,,Information and Software Technology,Article,Scopus
529,,Knowledge-guided synthetic medical image adversarial augmentation for ultrasonography thyroid nodule classification,"Shi G., Wang J., Qiang Y., Yang X., Zhao J., Hao R., Yang W., Du Q., Kazihise N.G.-F.",2020,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087513820&doi=10.1016%2fj.cmpb.2020.105611&partnerID=40&md5=4749f7eaf21b1b3aa5d995e53ff0b452,10.1016/j.cmpb.2020.105611,"Background and objective: Image classification is an important task in many medical applications. Methods based on deep learning have made great achievements in the computer vision domain. However, they typically rely on large-scale datasets which are annotated. How to obtain such great datasets is still a serious problem in medical domain. Methods: In this paper, we propose a knowledge-guided adversarial augmentation method for synthesizing medical images. First, we design Term and Image Encoders to extract domain knowledge from radiologists, then we use domain knowledge as novel condition to constrain the Auxiliary Classifier Generative Adversarial Network (ACGAN) framework for the synthesis of high-quality thyroid nodule images. Finally, we demonstrate our method on the task of classifying ultrasonography thyroid nodule. Our method can make effective use of the high-quality diagnostic experience of advanced radiologists. In addition, we creatively choose to extract domain knowledge from standardized terms rather than ultrasound images. Results: Our novel method is demonstrated on a limited dataset of 1937 clinical thyroid ultrasound images and corresponding standardized terms. The accuracy of the proposed model for thyroid nodules is 91.46%, the sensitivity is 90.63%, the specificity is 92.65%, and the AUC is 95.32%, which is better than the current classification methods for thyroid nodules. The experimental results show the model has better generalization and robustness. Conclusions: We believe that the proposed method can alleviate the problem of insufficient data in the medical domain, and other medical problems can benefit from using synthetic augmentation. © 2020",Classification; Data augmentation; Domain knowledge; Generative adversarial network; Image synthesis; Thyroid nodule,,,Computer Methods and Programs in Biomedicine,Article,Scopus
530,,Explainable Deep Learning for Pulmonary Disease and Coronavirus COVID-19 Detection from X-rays,"Brunese L., Mercaldo F., Reginelli A., Santone A.",2020,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086819887&doi=10.1016%2fj.cmpb.2020.105608&partnerID=40&md5=24239343cee532cdf4ed72bf620e8db7,10.1016/j.cmpb.2020.105608,"Background and Objective: Coronavirus disease (COVID-19) is an infectious disease caused by a new virus never identified before in humans. This virus causes respiratory disease (for instance, flu) with symptoms such as cough, fever and, in severe cases, pneumonia. The test to detect the presence of this virus in humans is performed on sputum or blood samples and the outcome is generally available within a few hours or, at most, days. Analysing biomedical imaging the patient shows signs of pneumonia. In this paper, with the aim of providing a fully automatic and faster diagnosis, we propose the adoption of deep learning for COVID-19 detection from X-rays. Method: In particular, we propose an approach composed by three phases: the first one to detect if in a chest X-ray there is the presence of a pneumonia. The second one to discern between COVID-19 and pneumonia. The last step is aimed to localise the areas in the X-ray symptomatic of the COVID-19 presence. Results and Conclusion: Experimental analysis on 6,523 chest X-rays belonging to different institutions demonstrated the effectiveness of the proposed approach, with an average time for COVID-19 detection of approximately 2.5 seconds and an average accuracy equal to 0.97. © 2020 Elsevier B.V.",Artificial intelligence; Chest; Coronavirus; COVID-19; Deep learning; Transfer learning,,,Computer Methods and Programs in Biomedicine,Article,Scopus
